
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
    49, "min",    145.512,       0.003,      0.113,     -0.005,    -17.078,     -0.167
    50, "max",     48.703,       0.001,      0.068,      0.001,     15.404,      0.290
    50, "min",     48.703,       0.001,      0.068,      0.001,     -6.196,     -0.015
    51, "max",     48.703,      -0.001,     -0.068,     -0.001,     15.404,      0.290
    51, "min",     48.703,      -0.001,     -0.068,     -0.001,     -6.196,     -0.015
    52, "max",    145.512,      -0.003,     -0.113,      0.005,     18.558,      0.933
    52, "min",    145.512,      -0.003,     -0.113,      0.005,    -17.078,     -0.167
    53, "max",     92.608,      -0.004,     -0.104,     -0.002,     13.455,      0.835
    53, "min",     92.608,      -0.004,     -0.104,     -0.002,    -14.671,     -0.159
    54, "max",    108.880,      -0.005,     -0.139,      0.001,     16.183,      1.075
    54, "min",    108.880,      -0.005,     -0.139,      0.001,    -14.847,     -0.129
    55, "max",    148.482,      -0.010,     -0.218,      0.004,     21.311,      1.608
    55, "min",    148.482,      -0.010,     -0.218,      0.004,    -18.056,     -0.183
    56, "max",    223.595,      -0.005,     -0.352,      0.015,     21.443,      1.545
    56, "min",    223.595,      -0.005,     -0.352,      0.015,    -28.378,      0.833
    57, "max",      2.552,       0.005,      0.126,      0.018,     15.985,      0.788
    57, "min",      2.552,       0.005,      0.126,      0.018,     -1.821,      0.138
    58, "max",     -0.217,       0.035,     -0.711,     -0.005,     57.124,      0.936
    58, "min",     -0.217,       0.035,     -0.711,     -0.005,    -13.968,     -2.537
    59, "max",     -3.083,       0.059,      2.651,      0.046,    -14.827,     -0.925
    59, "min",     -3.083,       0.059,      2.651,      0.046,   -279.970,     -6.867
    60, "max",      0.901,       0.019,     -2.456,     -0.051,     77.260,     -0.218
    60, "min",      0.901,       0.019,     -2.456,     -0.051,   -168.347,     -2.156
    61, "max",   -179.471,      -0.057,     -4.164,     -0.235,    147.717,     -0.230
    61, "min",   -179.471,      -0.057,     -4.164,     -0.235,   -317.888,     -6.629
    62, "max",    156.653,       0.038,     -0.141,     -0.021,     19.057,      2.352
    62, "min",    156.653,       0.038,     -0.141,     -0.021,      4.959,     -1.426
    63, "max",   -268.690,      -0.068,      0.122,     -0.136,     84.965,      1.524
